method,path,url,status_code,ok,latency_ms,sample
GET,/api/gpts/market-data,http://localhost:5000/api/gpts/market-data,200,True,190.9,"{""data"": {""candles"": [{""close"": 115620.0, ""high"": 115625.0, ""low"": 114849.8, ""open"": 114856.0, ""timestamp"": 1755525600000, ""volume"": 180.9656564}, {""close"": 114855.6, ""high"": 115752.4, ""low"": 114828.0, ""open"": 115537.5, ""timestamp"": 1755522000000, ""volume"": 380.79346345}, {""close"": 115537.4, ""high"":..."
GET,/api/gpts/signal,http://localhost:5000/api/gpts/signal?symbol=SOL-USDT&tf=15m,200,True,4.4,"{""signal"": {""confidence"": 50, ""current_price"": 182.46, ""data_source"": ""OKX_Authentic"", ""reasoning"": ""Market analysis with authentic OKX data"", ""resistance_level"": 183.53, ""signal"": ""neutral"", ""stop_loss"": 185.2, ""support_level"": 180.0, ""symbol"": ""SOL-USDT"", ""target_price"": 177.9, ""timeframe"": ""1H"", ..."
GET,/api/gpts/smc-analysis,http://localhost:5000/api/gpts/smc-analysis,200,True,223.2,"{""smc_analysis"": {""confidence"": 1.0, ""fair_value_gaps"": [{""high"": 118586.1, ""low"": 118481.9, ""timestamp"": 1755219600000.0, ""type"": ""bearish""}, {""high"": 118230.0, ""low"": 118193.9, ""timestamp"": 1755208800000.0, ""type"": ""bearish""}, {""high"": 119260.0, ""low"": 120700.0, ""timestamp"": 1755172800000.0, ""type..."
GET,/api/gpts/status,http://localhost:5000/api/gpts/status,200,True,1580.8,"{""components"": {""database"": ""available"", ""okx_api"": ""success"", ""openai"": ""available"", ""signal_generator"": ""available"", ""smc_analyzer"": ""available""}, ""status"": ""active"", ""timestamp"": 1755529188, ""version"": {""api_version"": ""2.0.0"", ""core_version"": ""1.2.3"", ""supported_symbols"": [""BTC"", ""ETH"", ""SOL"", ""A..."
GET,/api/smc/zones,http://localhost:5000/api/smc/zones,200,True,4.3,"{""api_info"": {""last_updated"": ""2025-08-18T14:59:48.744744"", ""service"": ""SMC Zones API"", ""version"": ""2.0.0""}, ""filters_applied"": {""symbol_filter"": ""none"", ""timeframe_filter"": ""none""}, ""server_time"": ""2025-08-18T14:59:48.744738"", ""status"": ""success"", ""symbol"": ""UNKNOWN"", ""timeframe"": ""UNKNOWN"", ""zone_..."
